Project,Sample Year,Observation Date,District,Sub District,Location,ASLProjectType,Gear,Mesh,Period,Run,Sex Determination Method,Card No,Fish Num,Sex,Length,Length Type,Age Fresh,Age Salt,Total Age,Age Error,Aging Structure
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,2,8,male,615,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,2,9,male,680,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,2,10,male,575,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,1,male,695,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,2,male,660,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,3,male,625,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,4,female,820,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,5,male,685,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,6,male,460,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,7,male,540,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,8,male,650,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,9,female,785,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,3,10,male,765,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,1,male,680,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,2,male,560,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,3,male,670,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,4,male,570,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,5,male,510,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,6,male,540,Mid-eye to fork of tail,1,1,3,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,7,female,720,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,8,male,500,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,9,male,630,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,4,10,male,630,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,5,1,male,500,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,5,2,male,490,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,5,3,male,540,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,5,4,male,590,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,5,5,male,490,Mid-eye to fork of tail,2,1,4,,scale
Kwethluk River Escapement,2018,7/13/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,5,6,male,550,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,1,male,560,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,2,male,630,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,3,female,795,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,4,male,590,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,5,female,785,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,6,male,630,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,7,male,525,Mid-eye to fork of tail,1,1,3,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,8,male,670,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,9,male,540,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,10,10,male,650,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,11,1,male,660,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,11,2,female,810,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,11,3,male,510,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,11,4,male,510,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,11,5,female,865,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,11,6,female,740,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,11,7,male,540,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,11,8,female,760,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,1,male,605,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,2,male,610,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,3,male,585,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,4,male,660,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,5,male,600,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,6,female,800,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,7,male,580,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,8,male,695,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,9,male,820,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,6,10,male,650,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,1,female,760,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,2,female,890,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,3,male,580,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,4,male,610,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,5,male,575,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,6,male,650,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,7,male,715,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,8,female,800,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,9,male,740,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,7,10,female,790,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,1,female,770,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,2,female,760,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,3,female,750,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,4,male,680,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,5,male,520,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,6,female,740,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,7,female,755,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,8,male,665,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,9,male,600,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,8,10,female,735,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,1,male,520,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,2,male,540,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,3,male,525,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,4,female,810,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,5,male,795,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,6,female,845,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,7,male,720,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,8,female,815,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,9,male,665,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/14/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,9,10,female,855,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,1,female,690,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,2,male,540,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,3,male,570,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,4,male,680,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,5,male,570,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,6,male,540,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,7,male,620,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,8,male,570,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,9,male,665,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,12,10,male,570,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,1,female,850,Mid-eye to fork of tail,,,,Illegible,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,2,male,570,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,3,male,520,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,4,male,680,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,5,male,575,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,6,male,585,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,7,male,610,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,8,female,730,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,9,male,660,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,13,10,male,565,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,1,female,740,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,2,male,555,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,3,male,595,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,4,female,800,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,5,male,565,Mid-eye to fork of tail,1,1,3,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,6,male,705,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,7,female,790,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,8,female,795,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,9,male,540,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,14,10,male,580,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,1,female,820,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,2,female,810,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,3,female,705,Mid-eye to fork of tail,1,4,6,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,4,male,720,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,5,male,660,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,6,male,550,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,7,male,660,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,8,male,610,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/15/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,15,9,male,710,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,1,male,565,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,2,male,630,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,3,male,680,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,4,male,555,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,5,male,640,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,6,female,745,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,7,male,640,Mid-eye to fork of tail,,,,Regenerated,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,8,male,785,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,9,male,670,Mid-eye to fork of tail,1,3,5,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,16,10,male,565,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,17,1,male,555,Mid-eye to fork of tail,1,2,4,,scale
Kwethluk River Escapement,2018,7/16/2018,Kuskokwim,W1 (Subdistrict 1),Kwethluk River,Escapement,Weir,,,Single Run,External,17,2,male,605,Mid-eye to fork of tail,,,,Illegible,scale
